idturk,day,treatment,batch,durationinseconds,initialendowment,initialendowmentupdated,borrowsavings1,borrowsavings2,pointssaving1,pointssaving2,pointsdebt1,pointsdebt2,balance_a1,balance_a2,balance_a3,balance_a4,balance_a5,balance_a6,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,error_count,error_initial,error_main,error_main_total,error_count_total,instruction_confusion,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,orderlottery,lotterychoice,timechoice,perco_orig,ind_optimal_ia,ind_optimal_ia_all,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balance,debtsaving4balance,debtdebt1balanceupdated,debtdebt2balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated,controlsaving4balanceupdated,controlsaving5balance,controlsaving6balance,pointssaving3,pointssaving4,i,demo_white,demo_age_median
A21T8Q07XJGFZM,2,0,2,436,640,640,NA,NA,640,0,NA,NA,3540,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no I did not,0,30,Wisconsin,White,Some college,0,1,1,1,I choose to allocate all my endowment the first savings account because it had the highest interest rate. By investing everything into this savings account with a savings rate of 20% I hoped to make the most money this way.,Slightly important,Slightly important,Extremely important,"I think I would do exactly what I did again. I allocated all available funds to the account with the highest interest rate. I don't think there's a way that I could have made more money by doing something differently, of course I could be wrong but  I would follow the same strategy. I'm happy with my payoff amount.",NA,0.2,0.8,1,1,1,NA,NA,NA,NA,NA,NA,3540,0,600,4300,900,1500,0,0,36,1,0
A21T8Q07XJGFZM,3,0,2,479,768,768,NA,NA,768,0,NA,NA,4308,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no I did not,0,30,Wisconsin,White,Some college,0,1,1,1,I choose to allocate all my endowment the first savings account because it had the highest interest rate. By investing everything into this savings account with a savings rate of 20% I hoped to make the most money this way.,Slightly important,Slightly important,Extremely important,"I think I would do exactly what I did again. I allocated all available funds to the account with the highest interest rate. I don't think there's a way that I could have made more money by doing something differently, of course I could be wrong but  I would follow the same strategy. I'm happy with my payoff amount.",NA,0.2,0.8,1,1,1,NA,NA,NA,NA,NA,NA,4308,0,600,4300,900,1500,0,0,36,1,0
A21T8Q07XJGFZM,4,0,2,728,922,922,NA,NA,922,0,NA,NA,5230,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no I did not,0,30,Wisconsin,White,Some college,0,1,1,1,I choose to allocate all my endowment the first savings account because it had the highest interest rate. By investing everything into this savings account with a savings rate of 20% I hoped to make the most money this way.,Slightly important,Slightly important,Extremely important,"I think I would do exactly what I did again. I allocated all available funds to the account with the highest interest rate. I don't think there's a way that I could have made more money by doing something differently, of course I could be wrong but  I would follow the same strategy. I'm happy with my payoff amount.",NA,0.2,0.8,1,1,1,NA,NA,NA,NA,NA,NA,5230,0,600,4300,900,1500,0,0,36,1,0
A22DVMN2Y3XHWA,0,1,3,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,9,11,No,0,23,Florida,White,Some college,0,0,1,0,I wanted to pay off the debt that was really costing me in percentage. But after that I wasted more money paying off the debt than I did adding to savings so I just stacked the savings.,Moderately important,Slightly important,Extremely important,I would do the same o think. Maybe I wouldnât pay any of that second debt and instead save it for the higher interest rate,1,0.75,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,0
A22DVMN2Y3XHWA,1,1,3,793,500,2900,0,0,1000,0,600,1300,1000,0,0,-3000,300,6400,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4,0,4,9,11,No,0,23,Florida,White,Some college,0,0,1,0,I wanted to pay off the debt that was really costing me in percentage. But after that I wasted more money paying off the debt than I did adding to savings so I just stacked the savings.,Moderately important,Slightly important,Extremely important,I would do the same o think. Maybe I wouldnât pay any of that second debt and instead save it for the higher interest rate,NA,0.75,1,0.34482759,0,0,1000,0,300,6400,0,-3000,NA,NA,NA,NA,NA,NA,NA,NA,37,1,0
A22DVMN2Y3XHWA,2,1,3,374,415,415,0,0,415,0,0,0,1415,0,0,-3000,300,6400,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,9,11,No,0,23,Florida,White,Some college,0,0,1,0,I wanted to pay off the debt that was really costing me in percentage. But after that I wasted more money paying off the debt than I did adding to savings so I just stacked the savings.,Moderately important,Slightly important,Extremely important,I would do the same o think. Maybe I wouldnât pay any of that second debt and instead save it for the higher interest rate,NA,0.75,1,1,1,0,1415,0,300,6400,0,-3000,NA,NA,NA,NA,NA,NA,NA,NA,37,1,0
A22DVMN2Y3XHWA,3,1,3,303,498,498,0,0,498,0,0,0,1913,0,0,-3000,300,6400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9,11,No,0,23,Florida,White,Some college,0,0,1,0,I wanted to pay off the debt that was really costing me in percentage. But after that I wasted more money paying off the debt than I did adding to savings so I just stacked the savings.,Moderately important,Slightly important,Extremely important,I would do the same o think. Maybe I wouldnât pay any of that second debt and instead save it for the higher interest rate,NA,0.75,1,1,1,0,1913,0,300,6400,0,-3000,NA,NA,NA,NA,NA,NA,NA,NA,37,1,0
A22DVMN2Y3XHWA,4,1,3,509,598,598,0,0,598,0,0,0,2511,0,0,-3000,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,9,11,No,0,23,Florida,White,Some college,0,0,1,0,I wanted to pay off the debt that was really costing me in percentage. But after that I wasted more money paying off the debt than I did adding to savings so I just stacked the savings.,Moderately important,Slightly important,Extremely important,I would do the same o think. Maybe I wouldnât pay any of that second debt and instead save it for the higher interest rate,NA,0.75,1,1,1,0,2511,0,300,6400,0,-3000,NA,NA,NA,NA,NA,NA,NA,NA,37,1,0
A231KDND93GAVX,0,1,5,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,3,No! not very hard understand,0,37,New York,White,College graduate with Bachelor's Degree (4 year),1,1,1,3,To gain more points,Slightly important,Extremely important,Very important,Allocate more points in the place where the interest is more,2,0.810000002,0.800000012,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,1
A231KDND93GAVX,1,1,5,1906,500,1900,0,0,300,200,1000,400,1300,200,400,-3900,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,3,No! not very hard understand,0,37,New York,White,College graduate with Bachelor's Degree (4 year),1,1,1,3,To gain more points,Slightly important,Extremely important,Very important,Allocate more points in the place where the interest is more,NA,0.810000002,0.800000012,0.15789473,0,0,1300,200,300,6400,400,-3900,NA,NA,NA,NA,NA,NA,NA,NA,38,1,1
A231KDND93GAVX,2,1,5,1144,510,510,0,0,210,100,100,100,1510,300,500,-3800,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,No! not very hard understand,0,37,New York,White,College graduate with Bachelor's Degree (4 year),1,1,1,3,To gain more points,Slightly important,Extremely important,Very important,Allocate more points in the place where the interest is more,NA,0.810000002,0.800000012,0.41176471,0,0,1510,300,300,6400,500,-3800,NA,NA,NA,NA,NA,NA,NA,NA,38,1,1
A231KDND93GAVX,3,1,5,929,582,832,0,0,700,0,100,32,2210,50,600,-3768,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,No! not very hard understand,0,37,New York,White,College graduate with Bachelor's Degree (4 year),1,1,1,3,To gain more points,Slightly important,Extremely important,Very important,Allocate more points in the place where the interest is more,NA,0.810000002,0.800000012,0.84134614,0,0,2210,50,300,6400,600,-3768,NA,NA,NA,NA,NA,NA,NA,NA,38,1,1
A231KDND93GAVX,4,1,5,841,714,754,0,0,700,0,48,6,2910,10,648,-3762,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,No! not very hard understand,0,37,New York,White,College graduate with Bachelor's Degree (4 year),1,1,1,3,To gain more points,Slightly important,Extremely important,Very important,Allocate more points in the place where the interest is more,NA,0.810000002,0.800000012,0.92838198,0,0,2910,10,300,6400,648,-3762,NA,NA,NA,NA,NA,NA,NA,NA,38,1,1
A240OTT1T85UGT,0,0,2,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2,no,1,36,New York,White,College graduate with Bachelor's Degree (4 year),1,1,0,1,allocate all funds to the highest interest account,Not at all important,Not at all important,Extremely important,same as i had used,1,0.5,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1,1
A240OTT1T85UGT,1,0,2,905,500,900,NA,NA,900,0,NA,NA,2900,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,no,1,36,New York,White,College graduate with Bachelor's Degree (4 year),1,1,0,1,allocate all funds to the highest interest account,Not at all important,Not at all important,Extremely important,same as i had used,NA,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,2900,0,600,4300,900,1500,0,0,39,1,1
A240OTT1T85UGT,2,0,2,529,640,640,NA,NA,640,0,NA,NA,3540,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,no,1,36,New York,White,College graduate with Bachelor's Degree (4 year),1,1,0,1,allocate all funds to the highest interest account,Not at all important,Not at all important,Extremely important,same as i had used,NA,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,3540,0,600,4300,900,1500,0,0,39,1,1
A240OTT1T85UGT,3,0,2,6665,768,768,NA,NA,768,0,NA,NA,4308,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,no,1,36,New York,White,College graduate with Bachelor's Degree (4 year),1,1,0,1,allocate all funds to the highest interest account,Not at all important,Not at all important,Extremely important,same as i had used,NA,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,4308,0,600,4300,900,1500,0,0,39,1,1
A240OTT1T85UGT,4,0,2,735,922,922,NA,NA,922,0,NA,NA,5230,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,2,2,no,1,36,New York,White,College graduate with Bachelor's Degree (4 year),1,1,0,1,allocate all funds to the highest interest account,Not at all important,Not at all important,Extremely important,same as i had used,NA,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,5230,0,600,4300,900,1500,0,0,39,1,1
A2488KXHWJTJR7,0,0,2,1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,No,0,43,Alabama,White,College graduate with Bachelor's Degree (4 year),1,0,1,3,I look into the interest rate before making the decision,Very important,Extremely important,Extremely important,I always put the endowment towards only on savings bank account with highest interest rate. which helped me to get more points,1,0.2,0.9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,1
A2488KXHWJTJR7,1,0,2,948,500,900,NA,NA,400,100,NA,NA,2000,500,700,4600,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,No,0,43,Alabama,White,College graduate with Bachelor's Degree (4 year),1,0,1,3,I look into the interest rate before making the decision,Very important,Extremely important,Extremely important,I always put the endowment towards only on savings bank account with highest interest rate. which helped me to get more points,NA,0.2,0.9,0.44444445,0,0,NA,NA,NA,NA,NA,NA,2000,500,700,4600,900,1500,100,300,40,1,1
A2488KXHWJTJR7,2,0,2,588,540,1040,NA,NA,1040,0,NA,NA,3040,0,700,4600,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,No,0,43,Alabama,White,College graduate with Bachelor's Degree (4 year),1,0,1,3,I look into the interest rate before making the decision,Very important,Extremely important,Extremely important,I always put the endowment towards only on savings bank account with highest interest rate. which helped me to get more points,NA,0.2,0.9,1,1,0,NA,NA,NA,NA,NA,NA,3040,0,700,4600,900,1500,0,0,40,1,1
A2488KXHWJTJR7,3,0,2,408,698,698,NA,NA,698,0,NA,NA,3738,0,700,4600,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,No,0,43,Alabama,White,College graduate with Bachelor's Degree (4 year),1,0,1,3,I look into the interest rate before making the decision,Very important,Extremely important,Extremely important,I always put the endowment towards only on savings bank account with highest interest rate. which helped me to get more points,NA,0.2,0.9,1,1,0,NA,NA,NA,NA,NA,NA,3738,0,700,4600,900,1500,0,0,40,1,1
A2488KXHWJTJR7,4,0,2,575,838,838,NA,NA,838,0,NA,NA,4576,0,700,4600,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,No,0,43,Alabama,White,College graduate with Bachelor's Degree (4 year),1,0,1,3,I look into the interest rate before making the decision,Very important,Extremely important,Extremely important,I always put the endowment towards only on savings bank account with highest interest rate. which helped me to get more points,NA,0.2,0.9,1,1,0,NA,NA,NA,NA,NA,NA,4576,0,700,4600,900,1500,0,0,40,1,1
A248LF7KKHXZ14,0,0,2,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,4,no,0,46,Tennessee,White,College graduate with Bachelor's Degree (4 year),1,1,1,0,i wanted the most money in the account that yielded the highest percentage,Slightly important,Moderately important,Extremely important,get rid of some debt and then contribute all points to the highest possible interest rate,1,0.63,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,1
A248LF7KKHXZ14,1,0,2,5303,500,500,NA,NA,500,0,NA,NA,2500,400,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,4,no,0,46,Tennessee,White,College graduate with Bachelor's Degree (4 year),1,1,1,0,i wanted the most money in the account that yielded the highest percentage,Slightly important,Moderately important,Extremely important,get rid of some debt and then contribute all points to the highest possible interest rate,NA,0.63,1,1,1,1,NA,NA,NA,NA,NA,NA,2500,400,600,4300,900,1500,0,0,41,1,1
A248LF7KKHXZ14,2,0,2,631,600,1000,NA,NA,1000,0,NA,NA,3500,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,4,no,0,46,Tennessee,White,College graduate with Bachelor's Degree (4 year),1,1,1,0,i wanted the most money in the account that yielded the highest percentage,Slightly important,Moderately important,Extremely important,get rid of some debt and then contribute all points to the highest possible interest rate,NA,0.63,1,1,1,1,NA,NA,NA,NA,NA,NA,3500,0,600,4300,900,1500,0,0,41,1,1
A248LF7KKHXZ14,3,0,2,14611,760,760,NA,NA,760,0,NA,NA,4260,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,4,no,0,46,Tennessee,White,College graduate with Bachelor's Degree (4 year),1,1,1,0,i wanted the most money in the account that yielded the highest percentage,Slightly important,Moderately important,Extremely important,get rid of some debt and then contribute all points to the highest possible interest rate,NA,0.63,1,1,1,1,NA,NA,NA,NA,NA,NA,4260,0,600,4300,900,1500,0,0,41,1,1
A248LF7KKHXZ14,4,0,2,695,912,912,NA,NA,912,0,NA,NA,5172,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,4,no,0,46,Tennessee,White,College graduate with Bachelor's Degree (4 year),1,1,1,0,i wanted the most money in the account that yielded the highest percentage,Slightly important,Moderately important,Extremely important,get rid of some debt and then contribute all points to the highest possible interest rate,NA,0.63,1,1,1,1,NA,NA,NA,NA,NA,NA,5172,0,600,4300,900,1500,0,0,41,1,1
A24FSKN68F4W9W,0,0,4,1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,13,13,I didn't find any parts of the instructions confusing.,0,32,Texas,White,Master's Degree (MS),1,1,1,2,I made it based on the interest rate and the balance amount because while making the decisions these two are very important. This is the thing behind my decisions.,Extremely important,Extremely important,Extremely important,I clearly observed the balance amount and interest rate so that it was very easy to obtain a high payoff. I clearly read the instructions that helped me a lot. The thing we want to do is we have to understand what is given in the instructions part.,2,1,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,0
A24FSKN68F4W9W,1,0,4,2927,500,830,NA,NA,250,80,NA,NA,1950,450,750,4650,900,1500,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,6,0,6,13,13,I didn't find any parts of the instructions confusing.,0,32,Texas,White,Master's Degree (MS),1,1,1,2,I made it based on the interest rate and the balance amount because while making the decisions these two are very important. This is the thing behind my decisions.,Extremely important,Extremely important,Extremely important,I clearly observed the balance amount and interest rate so that it was very easy to obtain a high payoff. I clearly read the instructions that helped me a lot. The thing we want to do is we have to understand what is given in the instructions part.,NA,1,1,0.30120483,0,0,NA,NA,NA,NA,NA,NA,1950,450,750,4650,900,1500,150,350,42,1,0
A24FSKN68F4W9W,2,0,4,2788,535,780,NA,NA,300,60,NA,NA,2050,465,850,4970,900,1500,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,4,13,13,I didn't find any parts of the instructions confusing.,0,32,Texas,White,Master's Degree (MS),1,1,1,2,I made it based on the interest rate and the balance amount because while making the decisions these two are very important. This is the thing behind my decisions.,Extremely important,Extremely important,Extremely important,I clearly observed the balance amount and interest rate so that it was very easy to obtain a high payoff. I clearly read the instructions that helped me a lot. The thing we want to do is we have to understand what is given in the instructions part.,NA,1,1,0.38461539,0,0,NA,NA,NA,NA,NA,NA,2050,465,850,4970,900,1500,100,320,42,1,0
A24FSKN68F4W9W,3,0,4,990,588,1128,NA,NA,400,28,NA,NA,1950,453,1050,5470,900,1500,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,3,13,13,I didn't find any parts of the instructions confusing.,0,32,Texas,White,Master's Degree (MS),1,1,1,2,I made it based on the interest rate and the balance amount because while making the decisions these two are very important. This is the thing behind my decisions.,Extremely important,Extremely important,Extremely important,I clearly observed the balance amount and interest rate so that it was very easy to obtain a high payoff. I clearly read the instructions that helped me a lot. The thing we want to do is we have to understand what is given in the instructions part.,NA,1,1,0.35460994,0,0,NA,NA,NA,NA,NA,NA,1950,453,1050,5470,900,1500,200,500,42,1,0
A24FSKN68F4W9W,4,0,4,2762,621,961,NA,NA,300,61,NA,NA,1950,474,1250,5870,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,I didn't find any parts of the instructions confusing.,0,32,Texas,White,Master's Degree (MS),1,1,1,2,I made it based on the interest rate and the balance amount because while making the decisions these two are very important. This is the thing behind my decisions.,Extremely important,Extremely important,Extremely important,I clearly observed the balance amount and interest rate so that it was very easy to obtain a high payoff. I clearly read the instructions that helped me a lot. The thing we want to do is we have to understand what is given in the instructions part.,NA,1,1,0.31217483,0,0,NA,NA,NA,NA,NA,NA,1950,474,1250,5870,900,1500,200,400,42,1,0
A24O1A7JEMWEAM,0,0,4,928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,6,7,"No, everything is understandable. Thank you for your concern.",0,39,California,White,College graduate with Bachelor's Degree (4 year),1,1,0,3,I thought that adding more  points in savings account with more interest rate will benefit me.,Moderately important,Extremely important,Extremely important,allocating points in savings account with has the highest interest rate.,1,0.99,0.99,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,1
A24O1A7JEMWEAM,1,0,4,2226,500,1700,NA,NA,1500,75,NA,NA,2500,275,700,4325,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,6,7,"No, everything is understandable. Thank you for your concern.",0,39,California,White,College graduate with Bachelor's Degree (4 year),1,1,0,3,I thought that adding more  points in savings account with more interest rate will benefit me.,Moderately important,Extremely important,Extremely important,allocating points in savings account with has the highest interest rate.,NA,0.99,0.99,0.88235295,0,0,NA,NA,NA,NA,NA,NA,2500,275,700,4325,900,1500,100,25,43,1,1
A24O1A7JEMWEAM,2,0,4,774,604,1604,NA,NA,1200,100,NA,NA,2700,375,1000,4329,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,7,"No, everything is understandable. Thank you for your concern.",0,39,California,White,College graduate with Bachelor's Degree (4 year),1,1,0,3,I thought that adding more  points in savings account with more interest rate will benefit me.,Moderately important,Extremely important,Extremely important,allocating points in savings account with has the highest interest rate.,NA,0.99,0.99,0.74812967,0,0,NA,NA,NA,NA,NA,NA,2700,375,1000,4329,900,1500,300,4,43,1,1
A24O1A7JEMWEAM,3,0,4,962,699,699,NA,NA,600,20,NA,NA,3300,395,1060,4348,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,6,7,"No, everything is understandable. Thank you for your concern.",0,39,California,White,College graduate with Bachelor's Degree (4 year),1,1,0,3,I thought that adding more  points in savings account with more interest rate will benefit me.,Moderately important,Extremely important,Extremely important,allocating points in savings account with has the highest interest rate.,NA,0.99,0.99,0.85836911,0,0,NA,NA,NA,NA,NA,NA,3300,395,1060,4348,900,1500,60,19,43,1,1
A24O1A7JEMWEAM,4,0,4,901,831,831,NA,NA,600,50,NA,NA,3900,445,1210,4379,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,7,"No, everything is understandable. Thank you for your concern.",0,39,California,White,College graduate with Bachelor's Degree (4 year),1,1,0,3,I thought that adding more  points in savings account with more interest rate will benefit me.,Moderately important,Extremely important,Extremely important,allocating points in savings account with has the highest interest rate.,NA,0.99,0.99,0.72202164,0,0,NA,NA,NA,NA,NA,NA,3900,445,1210,4379,900,1500,150,31,43,1,1
A270HX8LH9LJ8W,0,1,3,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,nothing was confusing,1,38,Wisconsin,White,Master's Degree (MS),1,1,1,2,I wanted to put my money into the accounts that were the most profitable. I paid off the account with the highest negative balance and interest rate. Then I put all of my money into the account with the highest interest rate.,Moderately important,Extremely important,Extremely important,"I'd calculate to see how much the negative balances were going to cost me over the entire experiment. I'd then compare that to how much I would receive if I put all of my money into the account with the highest interest rate. If the negative balances significantly affected the outcome, I would make sure to pay those off.",2,0.5,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,1
A270HX8LH9LJ8W,1,1,3,2680,500,2900,0,0,2300,0,600,0,2300,0,0,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,nothing was confusing,1,38,Wisconsin,White,Master's Degree (MS),1,1,1,2,I wanted to put my money into the accounts that were the most profitable. I paid off the account with the highest negative balance and interest rate. Then I put all of my money into the account with the highest interest rate.,Moderately important,Extremely important,Extremely important,"I'd calculate to see how much the negative balances were going to cost me over the entire experiment. I'd then compare that to how much I would receive if I put all of my money into the account with the highest interest rate. If the negative balances significantly affected the outcome, I would make sure to pay those off.",NA,0.5,1,0.79310346,0,0,2300,0,300,6400,0,-4300,NA,NA,NA,NA,NA,NA,NA,NA,44,1,1
A270HX8LH9LJ8W,2,1,3,513,610,610,0,0,610,0,0,0,2910,0,0,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,nothing was confusing,1,38,Wisconsin,White,Master's Degree (MS),1,1,1,2,I wanted to put my money into the accounts that were the most profitable. I paid off the account with the highest negative balance and interest rate. Then I put all of my money into the account with the highest interest rate.,Moderately important,Extremely important,Extremely important,"I'd calculate to see how much the negative balances were going to cost me over the entire experiment. I'd then compare that to how much I would receive if I put all of my money into the account with the highest interest rate. If the negative balances significantly affected the outcome, I would make sure to pay those off.",NA,0.5,1,1,1,0,2910,0,300,6400,0,-4300,NA,NA,NA,NA,NA,NA,NA,NA,44,1,1
A270HX8LH9LJ8W,3,1,3,441,732,732,0,0,732,0,0,0,3642,0,0,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,nothing was confusing,1,38,Wisconsin,White,Master's Degree (MS),1,1,1,2,I wanted to put my money into the accounts that were the most profitable. I paid off the account with the highest negative balance and interest rate. Then I put all of my money into the account with the highest interest rate.,Moderately important,Extremely important,Extremely important,"I'd calculate to see how much the negative balances were going to cost me over the entire experiment. I'd then compare that to how much I would receive if I put all of my money into the account with the highest interest rate. If the negative balances significantly affected the outcome, I would make sure to pay those off.",NA,0.5,1,1,1,0,3642,0,300,6400,0,-4300,NA,NA,NA,NA,NA,NA,NA,NA,44,1,1
A270HX8LH9LJ8W,4,1,3,585,878,878,0,0,878,0,0,0,4520,0,0,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,nothing was confusing,1,38,Wisconsin,White,Master's Degree (MS),1,1,1,2,I wanted to put my money into the accounts that were the most profitable. I paid off the account with the highest negative balance and interest rate. Then I put all of my money into the account with the highest interest rate.,Moderately important,Extremely important,Extremely important,"I'd calculate to see how much the negative balances were going to cost me over the entire experiment. I'd then compare that to how much I would receive if I put all of my money into the account with the highest interest rate. If the negative balances significantly affected the outcome, I would make sure to pay those off.",NA,0.5,1,1,1,0,4520,0,300,6400,0,-4300,NA,NA,NA,NA,NA,NA,NA,NA,44,1,1
